Series Name,Source File(s)
Net secondary income (Net current transfers from abroad) (constant LCU),WDI
Net secondary income (Net current transfers from abroad) (current LCU),WDI
Net secondary income (Net current transfers from abroad) (current US$),WDI
"Net trade in goods (BoP, current US$)",WDI
"Net trade in goods and services (BoP, current US$)",WDI
"New business density (new registrations per 1,000 people ages 15-64)",WDI
New businesses registered (number),WDI
Newborns protected against tetanus (%),WDI
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),WDI
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),WDI
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),WDI
Number of deaths ages 10-14 years,WDI
Number of deaths ages 15-19 years,WDI
Number of deaths ages 20-24 years,WDI
Number of deaths ages 5-9 years,WDI
Number of infant deaths,WDI
Number of maternal deaths,WDI
Number of neonatal deaths,WDI
"Number of surgical procedures (per 100,000 population)",WDI
Number of under-five deaths,WDI
Number of visits or required meetings with tax officials (average for affected firms),WDI
"Nurses and midwives (per 1,000 people)",WDI
ODIN Open Data Openness score,SPI
"Official exchange rate (LCU per US$, period average)",WDI
Oil rents (% of GDP),WDI
Ores and metals exports (% of merchandise exports),WDI
Ores and metals imports (% of merchandise imports),WDI
Other expense (% of expense),WDI
Other expense (current LCU),WDI
Other manufacturing (% of value added in manufacturing),WDI
Other people in need of international protection by country or territory of asylum,WDI
Other people in need of international protection by country or territory of origin,WDI
Other taxes (% of revenue),WDI
Other taxes (current LCU),WDI
Out-of-pocket expenditure (% of current health expenditure),WDI
Out-of-pocket expenditure per capita (current US$),WDI
"Out-of-pocket expenditure per capita, PPP (current international $)",WDI
"Over-age students, primary (% of enrollment)",WDI
"Over-age students, primary, female (% of female enrollment)",WDI
"Over-age students, primary, male (% of male enrollment)",WDI
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",WDI
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",WDI
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",WDI
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",WDI
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",WDI
"PNG, bonds (NFL, current US$)",WDI
"PNG, commercial banks and other creditors (NFL, current US$)",WDI
"PPG, IBRD (DOD, current US$)",WDI
"PPG, IDA (DOD, current US$)",WDI
"PPG, bonds (NFL, current US$)",WDI
"PPG, commercial banks (NFL, current US$)",WDI
"PPG, official creditors (NFL, US$)",WDI
"PPG, other private creditors (NFL, current US$)",WDI
"PPG, private creditors (NFL, US$)",WDI
"PPP conversion factor, GDP (LCU per international $)",WDI
"PPP conversion factor, private consumption (LCU per international $)",WDI
"Part time employment, female (% of total female employment)",WDI
"Part time employment, male (% of total male employment)",WDI
"Part time employment, total (% of total employment)",WDI
"Patent applications, nonresidents",WDI
"Patent applications, residents",WDI
People practicing open defecation (% of population),WDI
"People practicing open defecation, rural (% of rural population)",WDI
"People practicing open defecation, urban (% of urban population)",WDI
People using at least basic drinking water services (% of population),WDI
"People using at least basic drinking water services, rural (% of rural population)",WDI
"People using at least basic drinking water services, urban (% of urban population)",WDI
People using at least basic sanitation services (% of population),WDI
"People using at least basic sanitation services, rural (% of rural population)",WDI
"People using at least basic sanitation services, urban (% of urban population)",WDI
People using safely managed drinking water services (% of population),WDI
"People using safely managed drinking water services, rural (% of rural population)",WDI
"People using safely managed drinking water services, urban (% of urban population)",WDI
People using safely managed sanitation services (% of population),WDI
"People using safely managed sanitation services, rural (% of rural population)",WDI
"People using safely managed sanitation services, urban (% of urban population)",WDI
People with basic handwashing facilities including soap and water (% of population),WDI
"People with basic handwashing facilities including soap and water, rural (% of rural population)",WDI
"People with basic handwashing facilities including soap and water, urban (% of urban population)",WDI
Permanent cropland (% of land area),WDI
"Persistence to grade 5, female (% of cohort)",WDI
"Persistence to grade 5, male (% of cohort)",WDI
"Persistence to grade 5, total (% of cohort)",WDI
"Persistence to last grade of primary, female (% of cohort)",WDI
"Persistence to last grade of primary, male (% of cohort)",WDI
"Persistence to last grade of primary, total (% of cohort)",WDI
"Personal remittances, paid (current US$)",WDI
"Personal remittances, received (% of GDP)",WDI
"Personal remittances, received (current US$)",WDI
"Personal transfers, receipts (BoP, current US$)",WDI
"Physicians (per 1,000 people)",WDI
Pillar 1 - Data Use - Score,SPI
Pillar 2 - Data Services - Score,SPI
Pillar 3 - Data Products - Score,SPI
Pillar 4 - Data Sources - Score,SPI
Pillar 5 - Data Infrastructure - Score,SPI
"Plant species (higher), threatened",WDI
Political Stability and Absence of Violence/Terrorism: Estimate,WDI
Political Stability and Absence of Violence/Terrorism: Number of Sources,WDI
Political Stability and Absence of Violence/Terrorism: Percentile Rank,WDI
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",WDI
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",WDI
Political Stability and Absence of Violence/Terrorism: Standard Error,WDI
Population & Housing census (Availability score over 20 years),SPI
Population ages 0-14 (% of total population),WDI
"Population ages 0-14, female",WDI
"Population ages 0-14, female (% of female population)",WDI
"Population ages 0-14, male",WDI
"Population ages 0-14, male (% of male population)",WDI
"Population ages 0-14, total",WDI
"Population ages 00-04, female (% of female population)",WDI
"Population ages 00-04, male (% of male population)",WDI
"Population ages 05-09, female (% of female population)",WDI
"Population ages 05-09, male (% of male population)",WDI
"Population ages 10-14, female (% of female population)",WDI
"Population ages 10-14, male (% of male population)",WDI
"Population ages 15-19, female (% of female population)",WDI
"Population ages 15-19, male (% of male population)",WDI
Population ages 15-64 (% of total population),WDI
"Population ages 15-64, female",WDI
"Population ages 15-64, female (% of female population)",WDI
"Population ages 15-64, male",WDI
"Population ages 15-64, male (% of male population)",WDI
"Population ages 15-64, total",WDI
"Population ages 20-24, female (% of female population)",WDI
"Population ages 20-24, male (% of male population)",WDI
"Population ages 25-29, female (% of female population)",WDI
"Population ages 25-29, male (% of male population)",WDI
"Population ages 30-34, female (% of female population)",WDI
"Population ages 30-34, male (% of male population)",WDI
"Population ages 35-39, female (% of female population)",WDI
"Population ages 35-39, male (% of male population)",WDI
"Population ages 40-44, female (% of female population)",WDI
"Population ages 40-44, male (% of male population)",WDI
"Population ages 45-49, female (% of female population)",WDI
"Population ages 45-49, male (% of male population)",WDI
"Population ages 50-54, female (% of female population)",WDI
"Population ages 50-54, male (% of male population)",WDI
"Population ages 55-59, female (% of female population)",WDI
"Population ages 55-59, male (% of male population)",WDI
"Population ages 60-64, female (% of female population)",WDI
"Population ages 60-64, male (% of male population)",WDI
Population ages 65 and above (% of total population),WDI
"Population ages 65 and above, female",WDI
"Population ages 65 and above, female (% of female population)",WDI
"Population ages 65 and above, male",WDI
"Population ages 65 and above, male (% of male population)",WDI
"Population ages 65 and above, total",WDI
"Population ages 65-69, female (% of female population)",WDI
"Population ages 65-69, male (% of male population)",WDI
"Population ages 70-74, female (% of female population)",WDI
"Population ages 70-74, male (% of male population)",WDI
"Population ages 75-79, female (% of female population)",WDI
"Population ages 75-79, male (% of male population)",WDI
"Population ages 80 and above, female (% of female population)",WDI
"Population ages 80 and above, male (% of male population)",WDI
Population density (people per sq. km of land area),WDI
Population growth (annual %),WDI
Population in largest city,WDI
Population in the largest city (% of urban population),WDI
Population in urban agglomerations of more than 1 million,WDI
Population in urban agglomerations of more than 1 million (% of total population),WDI
Population living in areas where elevation is below 5 meters (% of total population),WDI
Population living in slums (% of urban population),WDI
"Population, female",WDI
"Population, female (% of total population)",WDI
"Population, male",WDI
"Population, male (% of total population)",WDI
"Population, total",WDI
"Portfolio equity, net inflows (BoP, current US$)",WDI
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",WDI
"Portfolio investment, net (BoP, current US$)",WDI
Poverty gap at $2.15 a day (2017 PPP) (%),WDI
Poverty gap at $3.65 a day (2017 PPP) (%),WDI
Poverty gap at $6.85 a day (2017 PPP) (%),WDI
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),WDI
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),WDI
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),WDI
Poverty headcount ratio at national poverty lines (% of population),WDI
Poverty headcount ratio at societal poverty line (% of population),WDI
Power outages in firms in a typical month (number),WDI
Pregnant women receiving prenatal care (%),WDI
"Preprimary education, duration (years)",WDI
Present value of external debt (% of GNI),WDI
"Present value of external debt (% of exports of goods, services and primary income)",WDI
Present value of external debt (current US$),WDI
"Prevalence of HIV, female (% ages 15-24)",WDI
"Prevalence of HIV, male (% ages 15-24)",WDI
"Prevalence of HIV, total (% of population ages 15-49)",WDI
Prevalence of anemia among children (% of children ages 6-59 months),WDI
Prevalence of anemia among non-pregnant women (% of women ages 15-49),WDI
Prevalence of anemia among pregnant women (%),WDI
Prevalence of anemia among women of reproductive age (% of women ages 15-49),WDI
Prevalence of current tobacco use (% of adults),WDI
"Prevalence of current tobacco use, females (% of female adults)",WDI
"Prevalence of current tobacco use, males (% of male adults)",WDI
Prevalence of moderate or severe food insecurity in the population (%),WDI
"Prevalence of overweight, weight for height (% of children under 5)",WDI
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",WDI
"Prevalence of overweight, weight for height, female (% of children under 5)",WDI
"Prevalence of overweight, weight for height, male (% of children under 5)",WDI
Prevalence of severe food insecurity in the population (%),WDI
"Prevalence of severe wasting, weight for height (% of children under 5)",WDI
"Prevalence of severe wasting, weight for height, female (% of children under 5)",WDI
"Prevalence of severe wasting, weight for height, male (% of children under 5)",WDI
"Prevalence of stunting, height for age (% of children under 5)",WDI
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",WDI
"Prevalence of stunting, height for age, female (% of children under 5)",WDI
"Prevalence of stunting, height for age, male (% of children under 5)",WDI
Prevalence of undernourishment (% of population),WDI
"Prevalence of underweight, weight for age (% of children under 5)",WDI
"Prevalence of underweight, weight for age, female (% of children under 5)",WDI
"Prevalence of underweight, weight for age, male (% of children under 5)",WDI
"Prevalence of wasting, weight for height (% of children under 5)",WDI
"Prevalence of wasting, weight for height, female (% of children under 5)",WDI
"Prevalence of wasting, weight for height, male (% of children under 5)",WDI
Price level ratio of PPP conversion factor (GDP) to market exchange rate,WDI
"Primary completion rate, female (% of relevant age group)",WDI
"Primary completion rate, male (% of relevant age group)",WDI
"Primary completion rate, total (% of relevant age group)",WDI
"Primary education, duration (years)",WDI
"Primary education, pupils",WDI
"Primary education, pupils (% female)",WDI
"Primary education, teachers",WDI
"Primary education, teachers (% female)",WDI
Primary government expenditures as a proportion of original approved budget (%),WDI
"Primary income payments (BoP, current US$)",WDI
"Primary income receipts (BoP, current US$)",WDI
Primary school age children out-of-school (%),WDI
Primary school starting age (years),WDI
"Probability of dying among adolescents ages 10-14 years (per 1,000)",WDI
"Probability of dying among adolescents ages 15-19 years (per 1,000)",WDI
"Probability of dying among children ages 5-9 years (per 1,000)",WDI
"Probability of dying among youth ages 20-24 years (per 1,000)",WDI
Progression to secondary school (%),WDI
"Progression to secondary school, female (%)",WDI
"Progression to secondary school, male (%)",WDI
Proportion of people living below 50 percent of median income (%),WDI
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI
Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),WDI
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI
Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI
Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),WDI
Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI
Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),WDI
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),WDI
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),WDI
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),WDI
Proportion of seats held by women in national parliaments (%),WDI
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",WDI
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",WDI
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),WDI
Prosperity gap (average shortfall from a prosperity standard of $25/day),WDI
Public and publicly guaranteed debt service (% of GNI),WDI
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",WDI
Public private partnerships investment in ICT (current US$),WDI
Public private partnerships investment in energy (current US$),WDI
Public private partnerships investment in transport (current US$),WDI
Public private partnerships investment in water and sanitation (current US$),WDI
"Pupil-teacher ratio, lower secondary",WDI
"Pupil-teacher ratio, preprimary",WDI
"Pupil-teacher ratio, primary",WDI
"Pupil-teacher ratio, secondary",WDI
"Pupil-teacher ratio, tertiary",WDI
"Pupil-teacher ratio, upper secondary",WDI
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,WDI
Quality of Debt service data according to World Bank,SPI
Rail lines (total route-km),WDI
"Railways, goods transported (million ton-km)",WDI
"Railways, passengers carried (million passenger-km)",WDI
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),WDI
Ratio of female to male labor force participation rate (%) (national estimate),WDI
Real effective exchange rate index (2010 = 100),WDI
Real interest rate (%),WDI
Refugees under the mandate of the UNHCR by country or territory of asylum,WDI
Refugees under the mandate of the UNHCR by country or territory of origin,WDI
Refugees under the mandate of the UNRWA by country or territory of asylum,WDI
Refugees under the mandate of the UNRWA by country or territory of origin,WDI
Regulatory Quality: Estimate,WDI
Regulatory Quality: Number of Sources,WDI
Regulatory Quality: Percentile Rank,WDI
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",WDI
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",WDI
Regulatory Quality: Standard Error,WDI
Renewable electricity output (% of total electricity output),WDI
Renewable energy consumption (% of total final energy consumption),WDI
Renewable internal freshwater resources per capita (cubic meters),WDI
"Renewable internal freshwater resources, total (billion cubic meters)",WDI
"Repeaters, primary, female (% of female enrollment)",WDI
"Repeaters, primary, male (% of male enrollment)",WDI
"Repeaters, primary, total (% of total enrollment)",WDI
Research and development expenditure (% of GDP),WDI
Researchers in R&D (per million people),WDI
"Reserves and related items (BoP, current US$)",WDI
"Revenue, excluding grants (% of GDP)",WDI
"Revenue, excluding grants (current LCU)",WDI
Risk of catastrophic expenditure for surgical care (% of people at risk),WDI
Risk of impoverishing expenditure for surgical care (% of people at risk),WDI
"Risk premium on lending (lending rate minus treasury bill rate, %)",WDI
Rule of Law: Estimate,WDI
Rule of Law: Number of Sources,WDI
Rule of Law: Percentile Rank,WDI
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",WDI
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",WDI
Rule of Law: Standard Error,WDI
Rural land area (sq. km),WDI
Rural land area where elevation is below 5 meters (% of total land area),WDI
Rural land area where elevation is below 5 meters (sq. km),WDI
Rural population,WDI
Rural population (% of total population),WDI
Rural population growth (annual %),WDI
Rural population living in areas where elevation is below 5 meters (% of total population),WDI
S&P Global Equity Indices (annual % change),WDI
SDDS/e-GDDS subscription,SPI
SPI Overall Score,SPI
Safely Managed Drinking Water,SPI
"School enrollment, preprimary (% gross)",WDI
"School enrollment, preprimary, female (% gross)",WDI
"School enrollment, preprimary, male (% gross)",WDI
"School enrollment, primary (% gross)",WDI
"School enrollment, primary (% net)",WDI
"School enrollment, primary (gross), gender parity index (GPI)",WDI
"School enrollment, primary and secondary (gross), gender parity index (GPI)",WDI
"School enrollment, primary, female (% gross)",WDI
"School enrollment, primary, female (% net)",WDI
"School enrollment, primary, male (% gross)",WDI
"School enrollment, primary, male (% net)",WDI
"School enrollment, primary, private (% of total primary)",WDI
"School enrollment, secondary (% gross)",WDI
"School enrollment, secondary (% net)",WDI
"School enrollment, secondary (gross), gender parity index (GPI)",WDI
"School enrollment, secondary, female (% gross)",WDI
"School enrollment, secondary, female (% net)",WDI
"School enrollment, secondary, male (% gross)",WDI
"School enrollment, secondary, male (% net)",WDI
"School enrollment, secondary, private (% of total secondary)",WDI
"School enrollment, tertiary (% gross)",WDI
"School enrollment, tertiary (gross), gender parity index (GPI)",WDI
"School enrollment, tertiary, female (% gross)",WDI
"School enrollment, tertiary, male (% gross)",WDI
Scientific and technical journal articles,WDI
"Secondary education, duration (years)",WDI
"Secondary education, general pupils",WDI
"Secondary education, general pupils (% female)",WDI
"Secondary education, pupils",WDI
"Secondary education, pupils (% female)",WDI
"Secondary education, teachers",WDI
"Secondary education, teachers (% female)",WDI
"Secondary education, teachers, female",WDI
"Secondary education, vocational pupils",WDI
"Secondary education, vocational pupils (% female)",WDI
"Secondary income receipts (BoP, current US$)",WDI
"Secondary income, other sectors, payments (BoP, current US$)",WDI
Secure Internet servers,WDI
Secure Internet servers (per 1 million people),WDI
"Self-employed, female (% of female employment) (modeled ILO estimate)",WDI
"Self-employed, male (% of male employment) (modeled ILO estimate)",WDI
"Self-employed, total (% of total employment) (modeled ILO estimate)",WDI
"Service exports (BoP, current US$)",WDI
"Service imports (BoP, current US$)",WDI
"Services, value added (% of GDP)",WDI
"Services, value added (annual % growth)",WDI
"Services, value added (constant 2015 US$)",WDI
"Services, value added (constant LCU)",WDI
"Services, value added (current LCU)",WDI
"Services, value added (current US$)",WDI
"Services, value added per worker (constant 2015 US$)",WDI
Sex ratio at birth (male births per female births),WDI
"Share of tariff lines with international peaks, all products (%)",WDI
"Share of tariff lines with international peaks, manufactured products (%)",WDI
"Share of tariff lines with international peaks, primary products (%)",WDI
"Share of tariff lines with specific rates, all products (%)",WDI
"Share of tariff lines with specific rates, manufactured products (%)",WDI
"Share of tariff lines with specific rates, primary products (%)",WDI
"Share of youth not in education, employment or training, female (% of female youth population)",WDI
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",WDI
"Share of youth not in education, employment or training, male (% of male youth population)",WDI
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",WDI
"Share of youth not in education, employment or training, total (% of youth population)",WDI
"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",WDI
"Short-term debt (% of exports of goods, services and primary income)",WDI
Short-term debt (% of total external debt),WDI
Short-term debt (% of total reserves),WDI
Social contributions (% of revenue),WDI
Social contributions (current LCU),WDI
"Specialist surgical workforce (per 100,000 population)",WDI
Statistical performance indicators (SPI): Overall score (scale 0-100),WDI
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),WDI
Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),WDI
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),WDI
Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),WDI
Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),WDI
"Stocks traded, total value (% of GDP)",WDI
"Stocks traded, total value (current US$)",WDI
"Stocks traded, turnover ratio of domestic shares (%)",WDI
Subsidies and other transfers (% of expense),WDI
Subsidies and other transfers (current LCU),WDI
"Suicide mortality rate (per 100,000 population)",WDI
"Suicide mortality rate, female (per 100,000 female population)",WDI
"Suicide mortality rate, male (per 100,000 male population)",WDI
Surface area (sq. km),WDI
"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",WDI
"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",WDI
"Survival to age 65, female (% of cohort)",WDI
"Survival to age 65, male (% of cohort)",WDI
System of national accounts in use,SPI
"Tariff rate, applied, simple mean, all products (%)",WDI
"Tariff rate, applied, simple mean, manufactured products (%)",WDI
"Tariff rate, applied, simple mean, primary products (%)",WDI
"Tariff rate, applied, weighted mean, all products (%)",WDI
"Tariff rate, applied, weighted mean, manufactured products (%)",WDI
"Tariff rate, applied, weighted mean, primary products (%)",WDI
"Tariff rate, most favored nation, simple mean, all products (%)",WDI
"Tariff rate, most favored nation, simple mean, manufactured products (%)",WDI
"Tariff rate, most favored nation, simple mean, primary products (%)",WDI
"Tariff rate, most favored nation, weighted mean, all products (%)",WDI
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",WDI
"Tariff rate, most favored nation, weighted mean, primary products (%)",WDI
Tax revenue (% of GDP),WDI
Tax revenue (current LCU),WDI
Taxes less subsidies on products (constant LCU),WDI
Taxes less subsidies on products (current LCU),WDI
Taxes less subsidies on products (current US$),WDI
Taxes on exports (% of tax revenue),WDI
Taxes on exports (current LCU),WDI
Taxes on goods and services (% of revenue),WDI
Taxes on goods and services (% value added of industry and services),WDI
Taxes on goods and services (current LCU),WDI
"Taxes on income, profits and capital gains (% of revenue)",WDI
"Taxes on income, profits and capital gains (% of total taxes)",WDI
"Taxes on income, profits and capital gains (current LCU)",WDI
Taxes on international trade (% of revenue),WDI
Taxes on international trade (current LCU),WDI
"Technical cooperation grants (BoP, current US$)",WDI
Technicians in R&D (per million people),WDI
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),WDI
Terms of trade adjustment (constant LCU),WDI
Terrestrial and marine protected areas (% of total territorial area),WDI
Terrestrial protected areas (% of total land area),WDI
"Tertiary education, academic staff (% female)",WDI
Textiles and clothing (% of value added in manufacturing),WDI
Time required to obtain an operating license (days),WDI
Time spent dealing with the requirements of government regulations (% of senior management time),WDI
Time to obtain an electrical connection (days),WDI
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",WDI
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",WDI
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",WDI
Total debt service (% of GNI),WDI
"Total debt service (% of exports of goods, services and primary income)",WDI
Total fisheries production (metric tons),WDI
Total greenhouse gas emissions excluding LULUCF (% change from 1990),WDI
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),WDI
Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),WDI
Total greenhouse gas emissions including LULUCF (Mt CO2e),WDI
Total natural resources rents (% of GDP),WDI
Total reserves (% of total external debt),WDI
"Total reserves (includes gold, current US$)",WDI
Total reserves in months of imports,WDI
Total reserves minus gold (current US$),WDI
Trade (% of GDP),WDI
Trade in services (% of GDP),WDI
"Trademark applications, nonresident, by count",WDI
"Trademark applications, resident, by count",WDI
Trained teachers in lower secondary education (% of total teachers),WDI
"Trained teachers in lower secondary education, female (% of female teachers)",WDI
"Trained teachers in lower secondary education, male (% of male teachers)",WDI
Trained teachers in preprimary education (% of total teachers),WDI
"Trained teachers in preprimary education, female (% of female teachers)",WDI
"Trained teachers in preprimary education, male (% of male teachers)",WDI
Trained teachers in primary education (% of total teachers),WDI
"Trained teachers in primary education, female (% of female teachers)",WDI
"Trained teachers in primary education, male (% of male teachers)",WDI
Trained teachers in secondary education (% of total teachers),WDI
"Trained teachers in secondary education, female (% of female teachers)",WDI
"Trained teachers in secondary education, male (% of male teachers)",WDI
Trained teachers in upper secondary education (% of total teachers),WDI
"Trained teachers in upper secondary education, female (% of female teachers)",WDI
"Trained teachers in upper secondary education, male (% of male teachers)",WDI
Transport services (% of commercial service exports),WDI
Transport services (% of commercial service imports),WDI
"Transport services (% of service exports, BoP)",WDI
"Transport services (% of service imports, BoP)",WDI
Travel services (% of commercial service exports),WDI
Travel services (% of commercial service imports),WDI
"Travel services (% of service exports, BoP)",WDI
"Travel services (% of service imports, BoP)",WDI
"Tuberculosis case detection rate (%, all forms)",WDI
Tuberculosis treatment success rate (% of new cases),WDI
UHC service coverage index,WDI
Unemployment with advanced education (% of total labor force with advanced education),WDI
"Unemployment with advanced education, female (% of female labor force with advanced education)",WDI
"Unemployment with advanced education, male (% of male labor force with advanced education)",WDI
Unemployment with basic education (% of total labor force with basic education),WDI
"Unemployment with basic education, female (% of female labor force with basic education)",WDI
"Unemployment with basic education, male (% of male labor force with basic education)",WDI
Unemployment with intermediate education (% of total labor force with intermediate education),WDI
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",WDI
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",WDI
"Unemployment, female (% of female labor force) (modeled ILO estimate)",WDI
"Unemployment, female (% of female labor force) (national estimate)",WDI
"Unemployment, male (% of male labor force) (modeled ILO estimate)",WDI
"Unemployment, male (% of male labor force) (national estimate)",WDI
"Unemployment, total (% of total labor force) (modeled ILO estimate)",WDI
"Unemployment, total (% of total labor force) (national estimate)",WDI
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",WDI
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",WDI
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",WDI
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",WDI
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",WDI
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",WDI
Unmet need for contraception (% of married women ages 15-49),WDI
Urban land area (sq. km),WDI
Urban land area where elevation is below 5 meters (% of total land area),WDI
Urban land area where elevation is below 5 meters (sq. km),WDI
Urban population,WDI
Urban population (% of total population),WDI
Urban population growth (annual %),WDI
Urban population living in areas where elevation is below 5 meters (% of total population),WDI
"Use of IMF credit (DOD, current US$)",WDI
Use of insecticide-treated bed nets (% of under-5 population),WDI
Value lost due to electrical outages (% of sales for affected firms),WDI
Vitamin A supplementation coverage rate (% of children ages 6-59 months),WDI
Voice and Accountability: Estimate,WDI
Voice and Accountability: Number of Sources,WDI
Voice and Accountability: Percentile Rank,WDI
"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",WDI
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",WDI
Voice and Accountability: Standard Error,WDI
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",WDI
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",WDI
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",WDI
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",WDI
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",WDI
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",WDI
Wanted fertility rate (births per woman),WDI
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",WDI
Wholesale price index (2010 = 100),WDI
Women Business and the Law Index Score (scale 1-100),WDI
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",WDI
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",WDI
Women who believe a husband is justified in beating his wife (any of five reasons) (%),WDI
Women who believe a husband is justified in beating his wife when she argues with him (%),WDI
Women who believe a husband is justified in beating his wife when she burns the food (%),WDI
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),WDI
Women who believe a husband is justified in beating his wife when she neglects the children (%),WDI
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),WDI
Women who were first married by age 15 (% of women ages 20-24),WDI
